,job_id,job_title,job_title_short,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
5249,5250,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-01-03,Kings County,Hourly,56292.38,27.06,Techify,"Accounting, QuickBooks, Excel"
5250,5251,Project Manager,Project,San Francisco,"San Francisco, USA",2025-09-16,Kings County,Hourly,146205.38,70.29,GreenWorks,"Accounting, QuickBooks, Excel"
5251,5252,Data Analyst,Data,Austin,"Austin, USA",2025-08-08,King County,Hourly,135438.79,65.11,BrightPath,"AutoCAD, SolidWorks"
5252,5253,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2024-10-11,King County,Yearly,82630.51,39.73,GreenWorks,"JavaScript, React, Node.js"
5253,5254,Customer Support Representative,Customer,Houston,"Houston, USA",2025-09-01,Cook County,Hourly,64978.65,31.24,SoftHub,"JavaScript, React, Node.js"
5254,5255,Data Science,Science,New York,"New York, USA",2025-02-15,Cook County,Hourly,123037.69,59.15,Techify,"AutoCAD, SolidWorks"
5255,5256,Marketing Specialist,Marketing,New York,"New York, USA",2025-02-01,Harris County,Yearly,86646.07,41.66,BrightPath,"Photoshop, Illustrator"
5256,5257,Project Manager,Project,Seattle,"Seattle, USA",2025-06-13,Kings County,Yearly,120900.14,58.13,BrightPath,"Photoshop, Illustrator"
5257,5258,Financial Data Analyst,Financial,Houston,"Houston, USA",2025-07-09,Cook County,Hourly,74671.41,35.9,SkyNet Ltd,"Customer Service, Communication"
5258,5259,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2024-12-18,Cook County,Yearly,60455.0,29.06,SoftHub,"JavaScript, React, Node.js"
5259,5260,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2025-02-27,Los Angeles County,Yearly,84841.25,40.79,BrightPath,"Python, SQL, Excel"
5260,5261,Marketing Specialist,Marketing,New York,"New York, USA",2024-11-15,Kings County,Yearly,148875.81,71.57,DataNest,"AutoCAD, SolidWorks"
5261,5262,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-02-23,Cook County,Yearly,76657.08,36.85,Techify,"Photoshop, Illustrator"
5262,5263,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2024-12-09,Cook County,Yearly,122457.0,58.87,GreenWorks,"Accounting, QuickBooks, Excel"
5263,5264,Graphic Designer,Graphic,New York,"New York, USA",2025-08-29,Los Angeles County,Yearly,61369.8,29.5,DataNest,"JavaScript, React, Node.js"
5264,5265,Customer Support Representative,Customer,Austin,"Austin, USA",2025-07-31,Los Angeles County,Hourly,49657.16,23.87,DataNest,"Customer Service, Communication"
5265,5266,Graphic Designer,Graphic,Austin,"Austin, USA",2025-06-04,Cook County,Yearly,42624.52,20.49,SkyNet Ltd,"Python, SQL, Excel"
5266,5267,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-10-01,King County,Hourly,143604.02,69.04,NextGen Corp,"Python, SQL, Excel"
5267,5268,Data Analyst,Data,New York,"New York, USA",2025-05-17,Cook County,Yearly,103025.12,49.53,GreenWorks,"SEO, Google Ads, Analytics"
5268,5269,Project Manager,Project,Houston,"Houston, USA",2025-04-17,Kings County,Hourly,93998.13,45.19,NextGen Corp,"JavaScript, React, Node.js"
5269,5270,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-03-10,Los Angeles County,Hourly,66348.2,31.9,Techify,"SEO, Google Ads, Analytics"
5270,5271,Graphic Designer,Graphic,Austin,"Austin, USA",2025-10-07,Cook County,Yearly,60378.78,29.03,SoftHub,"Customer Service, Communication"
5271,5272,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2024-11-16,Kings County,Yearly,103106.78,49.57,BrightPath,"AutoCAD, SolidWorks"
5272,5273,Marketing Specialist,Marketing,Houston,"Houston, USA",2025-09-07,Kings County,Hourly,82362.93,39.6,DataNest,"SEO, Google Ads, Analytics"
5273,5274,Data Science,Science,New York,"New York, USA",2025-03-30,King County,Yearly,52695.89,25.33,Techify,"AutoCAD, SolidWorks"
5274,5275,Data Engineer,Engineer,Seattle,"Seattle, USA",2025-03-09,Harris County,Yearly,112201.38,53.94,NextGen Corp,"Python, SQL, Excel"
5275,5276,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-04-25,Cook County,Yearly,120727.59,58.04,GreenWorks,"Photoshop, Illustrator"
5276,5277,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-08-31,Harris County,Yearly,52676.4,25.33,Techify,"Photoshop, Illustrator"
5277,5278,Electrical Technician,Electrical,Austin,"Austin, USA",2025-08-06,Harris County,Hourly,132269.34,63.59,SoftHub,"Python, SQL, Excel"
5278,5279,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-09-29,Harris County,Yearly,43326.19,20.83,Techify,"Photoshop, Illustrator"
5279,5280,Marketing Specialist,Marketing,New York,"New York, USA",2024-11-11,Los Angeles County,Yearly,88842.38,42.71,SkyNet Ltd,"SEO, Google Ads, Analytics"
5280,5281,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-07-19,Cook County,Hourly,85496.56,41.1,BrightPath,"SEO, Google Ads, Analytics"
5281,5282,Graphic Designer,Graphic,Austin,"Austin, USA",2025-01-14,Los Angeles County,Hourly,64693.82,31.1,GreenWorks,"Accounting, QuickBooks, Excel"
5282,5283,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-07-26,Cook County,Hourly,71813.06,34.53,DataNest,"SEO, Google Ads, Analytics"
5283,5284,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-09-16,Harris County,Yearly,44457.49,21.37,SkyNet Ltd,"SEO, Google Ads, Analytics"
5284,5285,Data Science,Science,Los Angeles,"Los Angeles, USA",2024-12-21,King County,Hourly,102382.44,49.22,DataNest,"AutoCAD, SolidWorks"
5285,5286,Project Manager,Project,Chicago,"Chicago, USA",2025-07-24,Kings County,Hourly,65720.49,31.6,Techify,"Photoshop, Illustrator"
5286,5287,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2024-12-02,Harris County,Hourly,76042.53,36.56,NextGen Corp,"JavaScript, React, Node.js"
5287,5288,Customer Support Representative,Customer,Houston,"Houston, USA",2025-08-26,Los Angeles County,Yearly,115856.94,55.7,Techify,"Photoshop, Illustrator"
5288,5289,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-07-21,Kings County,Hourly,92326.12,44.39,SkyNet Ltd,"Python, SQL, Excel"
5289,5290,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2024-12-19,King County,Hourly,94759.07,45.56,Techify,"AutoCAD, SolidWorks"
5290,5291,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2024-12-16,Los Angeles County,Hourly,72310.22,34.76,NextGen Corp,"Photoshop, Illustrator"
5291,5292,Customer Support Representative,Customer,Chicago,"Chicago, USA",2024-12-08,Los Angeles County,Yearly,128489.31,61.77,SkyNet Ltd,"SEO, Google Ads, Analytics"
5292,5293,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-04-28,Cook County,Yearly,79529.42,38.24,BrightPath,"Accounting, QuickBooks, Excel"
5293,5294,Electrical Technician,Electrical,Houston,"Houston, USA",2024-12-28,Harris County,Yearly,149885.67,72.06,BrightPath,"Python, SQL, Excel"
5294,5295,Data Analyst,Data,New York,"New York, USA",2024-10-18,King County,Hourly,86981.16,41.82,GreenWorks,"JavaScript, React, Node.js"
5295,5296,Data Science,Science,Chicago,"Chicago, USA",2025-02-20,Kings County,Hourly,58770.71,28.26,SoftHub,"Photoshop, Illustrator"
5296,5297,Data Analyst,Data,Seattle,"Seattle, USA",2025-01-16,Kings County,Yearly,89953.2,43.25,GreenWorks,"SEO, Google Ads, Analytics"
5297,5298,Graphic Designer,Graphic,Austin,"Austin, USA",2024-10-22,King County,Yearly,48186.99,23.17,DataNest,"Accounting, QuickBooks, Excel"
5298,5299,Data Engineer,Engineer,Austin,"Austin, USA",2024-10-17,King County,Hourly,56301.17,27.07,GreenWorks,"Accounting, QuickBooks, Excel"
5299,5300,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2024-12-10,King County,Yearly,109996.26,52.88,SoftHub,"Customer Service, Communication"
5300,5301,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-09-10,Harris County,Hourly,70665.3,33.97,DataNest,"Customer Service, Communication"
5301,5302,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-08-20,King County,Yearly,118191.36,56.82,DataNest,"Python, SQL, Excel"
5302,5303,Electrical Technician,Electrical,Houston,"Houston, USA",2025-04-11,King County,Yearly,122135.95,58.72,NextGen Corp,"Accounting, QuickBooks, Excel"
5303,5304,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2024-12-05,Los Angeles County,Hourly,42844.88,20.6,GreenWorks,"JavaScript, React, Node.js"
5304,5305,Web Developer,Web,Houston,"Houston, USA",2025-05-17,Kings County,Yearly,133560.7,64.21,GreenWorks,"AutoCAD, SolidWorks"
5305,5306,Marketing Specialist,Marketing,New York,"New York, USA",2025-07-05,Cook County,Hourly,139573.88,67.1,GreenWorks,"Python, SQL, Excel"
5306,5307,Data Analyst,Data,Chicago,"Chicago, USA",2025-03-09,Harris County,Hourly,83491.42,40.14,SoftHub,"Accounting, QuickBooks, Excel"
5307,5308,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-01-04,Los Angeles County,Hourly,72118.22,34.67,SoftHub,"Python, SQL, Excel"
5308,5309,Data Engineer,Engineer,New York,"New York, USA",2025-08-21,Kings County,Yearly,42593.1,20.48,NextGen Corp,"JavaScript, React, Node.js"
5309,5310,Marketing Specialist,Marketing,New York,"New York, USA",2025-05-03,Harris County,Hourly,126039.15,60.6,BrightPath,"SEO, Google Ads, Analytics"
5310,5311,Financial Data Analyst,Financial,Houston,"Houston, USA",2025-02-10,Harris County,Hourly,55871.3,26.86,NextGen Corp,"Python, SQL, Excel"
5311,5312,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2024-12-18,Cook County,Hourly,130475.7,62.73,GreenWorks,"Python, SQL, Excel"
5312,5313,Graphic Designer,Graphic,Austin,"Austin, USA",2024-11-05,Harris County,Hourly,106901.44,51.39,DataNest,"Accounting, QuickBooks, Excel"
5313,5314,Customer Support Representative,Customer,Houston,"Houston, USA",2025-03-27,Cook County,Hourly,50606.43,24.33,SkyNet Ltd,"Python, SQL, Excel"
5314,5315,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-09-17,Los Angeles County,Yearly,68980.66,33.16,DataNest,"SEO, Google Ads, Analytics"
5315,5316,Project Manager,Project,New York,"New York, USA",2025-07-30,King County,Hourly,147372.77,70.85,GreenWorks,"Customer Service, Communication"
5316,5317,Project Manager,Project,Austin,"Austin, USA",2025-03-20,Harris County,Hourly,121961.16,58.64,SoftHub,"Python, SQL, Excel"
5317,5318,Data Science,Science,Austin,"Austin, USA",2024-12-14,Harris County,Hourly,98694.99,47.45,SkyNet Ltd,"AutoCAD, SolidWorks"
5318,5319,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2025-09-04,Harris County,Yearly,56925.07,27.37,DataNest,"JavaScript, React, Node.js"
5319,5320,Data Analyst,Data,Seattle,"Seattle, USA",2025-06-24,Harris County,Hourly,67655.39,32.53,GreenWorks,"Accounting, QuickBooks, Excel"
5320,5321,Project Manager,Project,New York,"New York, USA",2025-05-14,Cook County,Yearly,99004.66,47.6,BrightPath,"SEO, Google Ads, Analytics"
5321,5322,Web Developer,Web,Austin,"Austin, USA",2024-11-15,Harris County,Yearly,106043.75,50.98,NextGen Corp,"JavaScript, React, Node.js"
5322,5323,Data Science,Science,San Francisco,"San Francisco, USA",2025-02-18,Cook County,Hourly,93735.43,45.07,Techify,"SEO, Google Ads, Analytics"
5323,5324,Web Developer,Web,Chicago,"Chicago, USA",2025-09-22,Los Angeles County,Hourly,70616.74,33.95,BrightPath,"SEO, Google Ads, Analytics"
5324,5325,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-01-16,Kings County,Hourly,77327.93,37.18,NextGen Corp,"JavaScript, React, Node.js"
5325,5326,Graphic Designer,Graphic,Houston,"Houston, USA",2025-03-24,Harris County,Yearly,108408.95,52.12,SoftHub,"Python, SQL, Excel"
5326,5327,Data Science,Science,Houston,"Houston, USA",2024-11-15,Kings County,Yearly,132830.26,63.86,DataNest,"Photoshop, Illustrator"
5327,5328,Data Science,Science,New York,"New York, USA",2025-05-23,King County,Hourly,100380.52,48.26,Techify,"SEO, Google Ads, Analytics"
5328,5329,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-07-12,Cook County,Hourly,56201.11,27.02,SkyNet Ltd,"SEO, Google Ads, Analytics"
5329,5330,Graphic Designer,Graphic,New York,"New York, USA",2025-05-25,Cook County,Yearly,108815.52,52.32,SkyNet Ltd,"Accounting, QuickBooks, Excel"
5330,5331,Data Science,Science,San Francisco,"San Francisco, USA",2025-04-04,Cook County,Yearly,111953.27,53.82,SoftHub,"SEO, Google Ads, Analytics"
5331,5332,Data Science,Science,Chicago,"Chicago, USA",2024-11-08,Kings County,Hourly,51804.37,24.91,SkyNet Ltd,"Python, SQL, Excel"
5332,5333,Web Developer,Web,Seattle,"Seattle, USA",2024-11-19,Kings County,Hourly,112292.83,53.99,DataNest,"Customer Service, Communication"
5333,5334,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-07-31,Cook County,Hourly,42401.53,20.39,DataNest,"SEO, Google Ads, Analytics"
5334,5335,Data Science,Science,Chicago,"Chicago, USA",2025-01-23,Cook County,Hourly,104704.62,50.34,DataNest,"Python, SQL, Excel"
5335,5336,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-02-10,Los Angeles County,Hourly,57797.03,27.79,NextGen Corp,"SEO, Google Ads, Analytics"
5336,5337,Data Science,Science,Los Angeles,"Los Angeles, USA",2025-04-06,Cook County,Hourly,112660.07,54.16,BrightPath,"JavaScript, React, Node.js"
5337,5338,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-09-21,Cook County,Hourly,104439.34,50.21,BrightPath,"AutoCAD, SolidWorks"
5338,5339,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-04-04,Kings County,Hourly,54785.0,26.34,SoftHub,"JavaScript, React, Node.js"
5339,5340,Electrical Technician,Electrical,New York,"New York, USA",2025-04-20,Kings County,Hourly,127013.93,61.06,NextGen Corp,"SEO, Google Ads, Analytics"
5340,5341,Data Science,Science,Houston,"Houston, USA",2025-08-16,Harris County,Yearly,60940.87,29.3,SkyNet Ltd,"Photoshop, Illustrator"
5341,5342,Web Developer,Web,Seattle,"Seattle, USA",2025-06-08,King County,Hourly,55097.05,26.49,BrightPath,"Customer Service, Communication"
5342,5343,Graphic Designer,Graphic,New York,"New York, USA",2025-07-20,Kings County,Hourly,108295.57,52.07,DataNest,"Photoshop, Illustrator"
5343,5344,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-12-04,Harris County,Hourly,88078.28,42.35,DataNest,"AutoCAD, SolidWorks"
5344,5345,Data Analyst,Data,Austin,"Austin, USA",2025-09-27,King County,Hourly,47378.24,22.78,GreenWorks,"Python, SQL, Excel"
5345,5346,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-02-21,Cook County,Hourly,92699.57,44.57,GreenWorks,"Customer Service, Communication"
5346,5347,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-05-25,Kings County,Yearly,104552.73,50.27,SkyNet Ltd,"SEO, Google Ads, Analytics"
5347,5348,Project Manager,Project,Chicago,"Chicago, USA",2025-07-03,Harris County,Yearly,124794.15,60.0,GreenWorks,"Accounting, QuickBooks, Excel"
5348,5349,Project Manager,Project,San Francisco,"San Francisco, USA",2025-04-10,Cook County,Hourly,103558.0,49.79,NextGen Corp,"Python, SQL, Excel"
5349,5350,Data Analyst,Data,Seattle,"Seattle, USA",2025-03-17,Kings County,Yearly,42268.31,20.32,SoftHub,"Accounting, QuickBooks, Excel"
5350,5351,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-06-13,Harris County,Yearly,129742.68,62.38,SkyNet Ltd,"SEO, Google Ads, Analytics"
5351,5352,Customer Support Representative,Customer,New York,"New York, USA",2025-09-10,Kings County,Hourly,75012.74,36.06,BrightPath,"AutoCAD, SolidWorks"
5352,5353,Electrical Technician,Electrical,New York,"New York, USA",2025-05-30,Harris County,Yearly,113250.46,54.45,BrightPath,"AutoCAD, SolidWorks"
5353,5354,Marketing Specialist,Marketing,Houston,"Houston, USA",2025-02-04,Los Angeles County,Hourly,102238.26,49.15,BrightPath,"Customer Service, Communication"
5354,5355,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-03-09,Cook County,Yearly,52740.62,25.36,BrightPath,"SEO, Google Ads, Analytics"
5355,5356,Data Science,Science,Chicago,"Chicago, USA",2025-06-24,Harris County,Hourly,94353.96,45.36,Techify,"AutoCAD, SolidWorks"
5356,5357,Data Engineer,Engineer,New York,"New York, USA",2025-08-07,King County,Yearly,86271.31,41.48,GreenWorks,"Photoshop, Illustrator"
5357,5358,Data Engineer,Engineer,San Francisco,"San Francisco, USA",2025-03-15,King County,Hourly,134706.85,64.76,BrightPath,"JavaScript, React, Node.js"
5358,5359,Web Developer,Web,Seattle,"Seattle, USA",2025-06-30,Harris County,Hourly,106335.03,51.12,SoftHub,"AutoCAD, SolidWorks"
5359,5360,Financial Data Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-10-03,Kings County,Hourly,131783.56,63.36,Techify,"SEO, Google Ads, Analytics"
5360,5361,Customer Support Representative,Customer,New York,"New York, USA",2025-05-16,Kings County,Hourly,148502.27,71.4,BrightPath,"JavaScript, React, Node.js"
5361,5362,Data Science,Science,Chicago,"Chicago, USA",2025-06-23,Harris County,Hourly,105315.77,50.63,BrightPath,"JavaScript, React, Node.js"
5362,5363,Financial Data Analyst,Financial,San Francisco,"San Francisco, USA",2024-10-22,King County,Yearly,61169.79,29.41,BrightPath,"Customer Service, Communication"
5363,5364,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-04-27,King County,Yearly,125456.91,60.32,SkyNet Ltd,"Customer Service, Communication"
5364,5365,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-05-26,Cook County,Hourly,57636.04,27.71,Techify,"AutoCAD, SolidWorks"
5365,5366,Web Developer,Web,San Francisco,"San Francisco, USA",2025-07-18,Cook County,Hourly,71982.54,34.61,BrightPath,"SEO, Google Ads, Analytics"
5366,5367,Data Science,Science,Seattle,"Seattle, USA",2024-11-10,Harris County,Yearly,140287.14,67.45,GreenWorks,"AutoCAD, SolidWorks"
5367,5368,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-06-14,Los Angeles County,Yearly,117840.01,56.65,GreenWorks,"SEO, Google Ads, Analytics"
5368,5369,Graphic Designer,Graphic,Austin,"Austin, USA",2025-05-24,Kings County,Yearly,47859.93,23.01,SkyNet Ltd,"Photoshop, Illustrator"
5369,5370,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-02-10,Harris County,Hourly,46261.32,22.24,Techify,"SEO, Google Ads, Analytics"
5370,5371,Project Manager,Project,Austin,"Austin, USA",2024-12-02,King County,Hourly,58994.46,28.36,SoftHub,"SEO, Google Ads, Analytics"
5371,5372,Data Science,Science,Chicago,"Chicago, USA",2025-02-05,King County,Yearly,57067.97,27.44,NextGen Corp,"JavaScript, React, Node.js"
5372,5373,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-01-12,Harris County,Hourly,144514.17,69.48,DataNest,"Python, SQL, Excel"
5373,5374,Financial Data Analyst,Financial,Austin,"Austin, USA",2025-06-17,King County,Yearly,141766.6,68.16,NextGen Corp,"JavaScript, React, Node.js"
5374,5375,Data Engineer,Engineer,New York,"New York, USA",2024-11-22,Kings County,Yearly,50593.1,24.32,NextGen Corp,"JavaScript, React, Node.js"
5375,5376,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-07-09,Cook County,Yearly,146762.15,70.56,NextGen Corp,"SEO, Google Ads, Analytics"
5376,5377,Data Analyst,Data,Seattle,"Seattle, USA",2025-02-04,Cook County,Hourly,104262.47,50.13,SoftHub,"Customer Service, Communication"
5377,5378,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-10-11,Kings County,Yearly,42124.58,20.25,SoftHub,"Customer Service, Communication"
5378,5379,Web Developer,Web,Houston,"Houston, USA",2025-01-10,Harris County,Hourly,77080.11,37.06,NextGen Corp,"Accounting, QuickBooks, Excel"
5379,5380,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2024-12-12,Los Angeles County,Yearly,122268.04,58.78,BrightPath,"Accounting, QuickBooks, Excel"
5380,5381,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-05-07,King County,Yearly,108131.57,51.99,DataNest,"Python, SQL, Excel"
5381,5382,Customer Support Representative,Customer,Austin,"Austin, USA",2025-05-20,Cook County,Hourly,103667.53,49.84,BrightPath,"Customer Service, Communication"
5382,5383,Customer Support Representative,Customer,New York,"New York, USA",2024-11-26,Harris County,Yearly,72262.26,34.74,SoftHub,"Photoshop, Illustrator"
5383,5384,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-03-21,Kings County,Hourly,135964.6,65.37,GreenWorks,"SEO, Google Ads, Analytics"
5384,5385,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-09-06,Harris County,Yearly,107888.25,51.87,DataNest,"Python, SQL, Excel"
5385,5386,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-04-06,Kings County,Hourly,74075.6,35.61,Techify,"Photoshop, Illustrator"
5386,5387,Graphic Designer,Graphic,Houston,"Houston, USA",2025-04-28,Cook County,Hourly,123036.27,59.15,BrightPath,"Accounting, QuickBooks, Excel"
5387,5388,Electrical Technician,Electrical,Houston,"Houston, USA",2025-02-09,Harris County,Yearly,45336.81,21.8,SoftHub,"Photoshop, Illustrator"
5388,5389,Graphic Designer,Graphic,Houston,"Houston, USA",2025-04-12,Los Angeles County,Yearly,116931.77,56.22,NextGen Corp,"Python, SQL, Excel"
5389,5390,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-11-15,Kings County,Hourly,133831.74,64.34,SkyNet Ltd,"AutoCAD, SolidWorks"
5390,5391,Web Developer,Web,San Francisco,"San Francisco, USA",2024-11-23,Los Angeles County,Yearly,91279.27,43.88,NextGen Corp,"JavaScript, React, Node.js"
5391,5392,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-01-21,Harris County,Yearly,122951.95,59.11,BrightPath,"Customer Service, Communication"
5392,5393,Data Engineer,Engineer,Austin,"Austin, USA",2025-03-11,Cook County,Yearly,44134.7,21.22,NextGen Corp,"Customer Service, Communication"
5393,5394,Electrical Technician,Electrical,Austin,"Austin, USA",2024-12-18,Kings County,Hourly,60354.05,29.02,SkyNet Ltd,"JavaScript, React, Node.js"
5394,5395,Customer Support Representative,Customer,Houston,"Houston, USA",2024-11-10,Harris County,Yearly,140240.11,67.42,BrightPath,"Accounting, QuickBooks, Excel"
5395,5396,Data Analyst,Data,Seattle,"Seattle, USA",2025-08-11,Harris County,Hourly,74788.77,35.96,DataNest,"Accounting, QuickBooks, Excel"
5396,5397,Electrical Technician,Electrical,Houston,"Houston, USA",2025-10-10,Kings County,Hourly,132327.94,63.62,BrightPath,"Customer Service, Communication"
5397,5398,Marketing Specialist,Marketing,New York,"New York, USA",2025-04-24,Harris County,Yearly,105351.56,50.65,Techify,"JavaScript, React, Node.js"
5398,5399,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-01-02,Harris County,Yearly,148389.14,71.34,BrightPath,"Accounting, QuickBooks, Excel"
5399,5400,Graphic Designer,Graphic,Houston,"Houston, USA",2024-10-21,Kings County,Hourly,126772.75,60.95,DataNest,"Python, SQL, Excel"
5400,5401,Electrical Technician,Electrical,New York,"New York, USA",2025-08-18,Kings County,Yearly,97081.98,46.67,SoftHub,"SEO, Google Ads, Analytics"
5401,5402,Data Engineer,Engineer,Los Angeles,"Los Angeles, USA",2025-04-26,Cook County,Hourly,79085.88,38.02,DataNest,"SEO, Google Ads, Analytics"
5402,5403,Electrical Technician,Electrical,Austin,"Austin, USA",2024-10-18,King County,Hourly,82902.1,39.86,GreenWorks,"Accounting, QuickBooks, Excel"
5403,5404,Data Engineer,Engineer,New York,"New York, USA",2025-07-16,King County,Hourly,104086.15,50.04,NextGen Corp,"Customer Service, Communication"
5404,5405,Financial Data Analyst,Financial,Chicago,"Chicago, USA",2025-07-27,Los Angeles County,Yearly,108288.93,52.06,NextGen Corp,"Accounting, QuickBooks, Excel"
5405,5406,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-03-19,Harris County,Hourly,52401.29,25.19,NextGen Corp,"AutoCAD, SolidWorks"
5406,5407,Web Developer,Web,Los Angeles,"Los Angeles, USA",2024-12-31,Harris County,Hourly,139460.58,67.05,BrightPath,"Accounting, QuickBooks, Excel"
5407,5408,Web Developer,Web,Seattle,"Seattle, USA",2025-06-06,Kings County,Hourly,122695.16,58.99,Techify,"Customer Service, Communication"
5408,5409,Marketing Specialist,Marketing,San Francisco,"San Francisco, USA",2025-04-14,Kings County,Yearly,83958.46,40.36,SkyNet Ltd,"Accounting, QuickBooks, Excel"
5409,5410,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2024-12-21,Kings County,Hourly,94196.26,45.29,SkyNet Ltd,"Customer Service, Communication"
5410,5411,Data Science,Science,Seattle,"Seattle, USA",2025-07-02,Harris County,Yearly,50683.13,24.37,SkyNet Ltd,"SEO, Google Ads, Analytics"
5411,5412,Project Manager,Project,Houston,"Houston, USA",2025-07-26,King County,Hourly,50127.93,24.1,SoftHub,"Photoshop, Illustrator"
5412,5413,Financial Data Analyst,Financial,Seattle,"Seattle, USA",2025-01-07,Los Angeles County,Hourly,102805.05,49.43,SoftHub,"Python, SQL, Excel"
5413,5414,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-10-03,Cook County,Hourly,116115.45,55.82,Techify,"Customer Service, Communication"
5414,5415,Customer Support Representative,Customer,Austin,"Austin, USA",2025-09-24,King County,Yearly,71063.44,34.17,GreenWorks,"Python, SQL, Excel"
5415,5416,Web Developer,Web,Chicago,"Chicago, USA",2025-06-08,Los Angeles County,Hourly,101159.93,48.63,BrightPath,"Customer Service, Communication"
5416,5417,Data Analyst,Data,Austin,"Austin, USA",2025-07-28,Harris County,Hourly,127241.63,61.17,DataNest,"Customer Service, Communication"
5417,5418,Data Science,Science,Austin,"Austin, USA",2025-07-23,King County,Yearly,115996.33,55.77,DataNest,"Photoshop, Illustrator"
5418,5419,Data Science,Science,New York,"New York, USA",2025-04-04,Los Angeles County,Yearly,73064.27,35.13,Techify,"Customer Service, Communication"
5419,5420,Project Manager,Project,Austin,"Austin, USA",2025-03-08,Kings County,Hourly,45376.8,21.82,Techify,"Photoshop, Illustrator"
5420,5421,Project Manager,Project,Seattle,"Seattle, USA",2025-08-09,King County,Hourly,149973.19,72.1,NextGen Corp,"JavaScript, React, Node.js"
5421,5422,Web Developer,Web,Seattle,"Seattle, USA",2025-07-17,Cook County,Yearly,101758.18,48.92,BrightPath,"Accounting, QuickBooks, Excel"
5422,5423,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-07-31,Cook County,Hourly,132321.27,63.62,NextGen Corp,"SEO, Google Ads, Analytics"
5423,5424,Data Science,Science,Chicago,"Chicago, USA",2025-03-15,Los Angeles County,Yearly,73198.42,35.19,Techify,"Python, SQL, Excel"
5424,5425,Web Developer,Web,San Francisco,"San Francisco, USA",2025-06-20,Kings County,Yearly,79488.19,38.22,Techify,"AutoCAD, SolidWorks"
