job_id,job_title,job_title_short,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
6392,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-02-21,King County,Yearly,136252.22,65.51,GreenWorks,"Python, SQL, Excel"
6393,Data Analyst,Data,Seattle,"Seattle, USA",2025-02-28,Harris County,Yearly,74081.58,35.62,GreenWorks,"Photoshop, Illustrator"
6394,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-05-09,Cook County,Hourly,99652.14,47.91,DataNest,"Photoshop, Illustrator"
6395,Graphic Designer,Graphic,New York,"New York, USA",2024-11-06,Cook County,Hourly,78569.62,37.77,GreenWorks,"JavaScript, React, Node.js"
6396,Graphic Designer,Graphic,Houston,"Houston, USA",2025-07-06,King County,Hourly,65059.66,31.28,NextGen Corp,"Customer Service, Communication"
6397,Financial Analyst,Financial,San Francisco,"San Francisco, USA",2024-12-13,Kings County,Hourly,57349.26,27.57,GreenWorks,"SEO, Google Ads, Analytics"
6398,Customer Support Representative,Customer,Seattle,"Seattle, USA",2025-10-10,Harris County,Hourly,55070.81,26.48,DataNest,"Customer Service, Communication"
6399,Data Analyst,Data,New York,"New York, USA",2025-08-25,Los Angeles County,Hourly,60787.12,29.22,BrightPath,"AutoCAD, SolidWorks"
6400,Software Engineer,Software,Seattle,"Seattle, USA",2025-02-27,King County,Hourly,99970.66,48.06,DataNest,"AutoCAD, SolidWorks"
6401,Project Manager,Project,Austin,"Austin, USA",2025-01-04,Cook County,Yearly,97390.69,46.82,DataNest,"Accounting, QuickBooks, Excel"
6402,Mechanical Engineer,Mechanical,San Francisco,"San Francisco, USA",2024-10-14,Harris County,Hourly,62571.32,30.08,GreenWorks,"Python, SQL, Excel"
6403,Customer Support Representative,Customer,San Francisco,"San Francisco, USA",2025-05-28,Los Angeles County,Hourly,97462.38,46.86,SoftHub,"AutoCAD, SolidWorks"
6404,Electrical Technician,Electrical,Seattle,"Seattle, USA",2025-08-12,Harris County,Hourly,122100.74,58.7,BrightPath,"Accounting, QuickBooks, Excel"
6405,Data Analyst,Data,Seattle,"Seattle, USA",2025-05-02,Cook County,Hourly,123469.8,59.36,GreenWorks,"Python, SQL, Excel"
6406,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-05-04,Cook County,Hourly,114192.57,54.9,BrightPath,"SEO, Google Ads, Analytics"
6407,Customer Support Representative,Customer,New York,"New York, USA",2025-08-15,Cook County,Hourly,109876.42,52.83,NextGen Corp,"Accounting, QuickBooks, Excel"
6408,Mechanical Engineer,Mechanical,Austin,"Austin, USA",2025-03-01,Cook County,Hourly,116438.01,55.98,GreenWorks,"Accounting, QuickBooks, Excel"
6409,Project Manager,Project,Austin,"Austin, USA",2025-06-27,Harris County,Yearly,132296.41,63.6,NextGen Corp,"AutoCAD, SolidWorks"
6410,Data Analyst,Data,Seattle,"Seattle, USA",2025-10-01,Kings County,Yearly,107133.1,51.51,SoftHub,"JavaScript, React, Node.js"
6411,Mechanical Engineer,Mechanical,Los Angeles,"Los Angeles, USA",2025-04-06,Cook County,Yearly,49082.26,23.6,SoftHub,"SEO, Google Ads, Analytics"
6412,Customer Support Representative,Customer,Chicago,"Chicago, USA",2025-01-13,Los Angeles County,Hourly,116082.32,55.81,SoftHub,"Accounting, QuickBooks, Excel"
6413,Data Analyst,Data,New York,"New York, USA",2024-10-20,King County,Hourly,112163.15,53.92,GreenWorks,"AutoCAD, SolidWorks"
6414,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2025-05-24,King County,Yearly,105267.89,50.61,DataNest,"SEO, Google Ads, Analytics"
6415,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-07-14,King County,Hourly,61781.23,29.7,SoftHub,"Accounting, QuickBooks, Excel"
6416,Project Manager,Project,San Francisco,"San Francisco, USA",2025-06-10,Kings County,Hourly,120227.98,57.8,NextGen Corp,"JavaScript, React, Node.js"
6417,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-02-17,Cook County,Hourly,132448.65,63.68,DataNest,"Customer Service, Communication"
6418,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-09-13,Cook County,Yearly,126226.32,60.69,NextGen Corp,"SEO, Google Ads, Analytics"
6419,Graphic Designer,Graphic,Houston,"Houston, USA",2025-08-27,King County,Yearly,59487.63,28.6,DataNest,"Accounting, QuickBooks, Excel"
6420,Data Analyst,Data,Austin,"Austin, USA",2025-03-16,Kings County,Hourly,119267.18,57.34,DataNest,"JavaScript, React, Node.js"
6421,Financial Analyst,Financial,Austin,"Austin, USA",2024-10-30,King County,Yearly,47165.08,22.68,DataNest,"JavaScript, React, Node.js"
6422,Electrical Technician,Electrical,Seattle,"Seattle, USA",2024-11-11,Kings County,Yearly,83705.68,40.24,BrightPath,"Customer Service, Communication"
6423,Graphic Designer,Graphic,Seattle,"Seattle, USA",2025-02-27,Los Angeles County,Yearly,143562.0,69.02,BrightPath,"Accounting, QuickBooks, Excel"
6424,Software Engineer,Software,Austin,"Austin, USA",2025-09-07,King County,Yearly,41681.21,20.04,BrightPath,"Python, SQL, Excel"
6425,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-06-12,Los Angeles County,Yearly,148604.05,71.44,Techify,"SEO, Google Ads, Analytics"
6426,Financial Analyst,Financial,Seattle,"Seattle, USA",2025-09-08,Harris County,Yearly,105534.47,50.74,DataNest,"Photoshop, Illustrator"
6427,Project Manager,Project,New York,"New York, USA",2025-02-12,Los Angeles County,Hourly,60677.46,29.17,SoftHub,"SEO, Google Ads, Analytics"
6428,Customer Support Representative,Customer,Austin,"Austin, USA",2024-10-13,Los Angeles County,Hourly,80445.48,38.68,GreenWorks,"Python, SQL, Excel"
6429,Customer Support Representative,Customer,New York,"New York, USA",2025-05-04,Kings County,Yearly,144941.63,69.68,GreenWorks,"AutoCAD, SolidWorks"
6430,Financial Analyst,Financial,San Francisco,"San Francisco, USA",2025-06-07,Harris County,Yearly,84019.3,40.39,DataNest,"Python, SQL, Excel"
6431,Project Manager,Project,New York,"New York, USA",2024-11-29,Los Angeles County,Hourly,117717.07,56.59,SkyNet Ltd,"JavaScript, React, Node.js"
6432,Project Manager,Project,Houston,"Houston, USA",2024-10-24,King County,Yearly,127249.46,61.18,SoftHub,"Python, SQL, Excel"
6433,Software Engineer,Software,Chicago,"Chicago, USA",2025-08-04,Kings County,Yearly,132038.12,63.48,GreenWorks,"Python, SQL, Excel"
6434,Mechanical Engineer,Mechanical,Houston,"Houston, USA",2024-10-18,King County,Yearly,73459.07,35.32,GreenWorks,"JavaScript, React, Node.js"
6435,Financial Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-06-14,Harris County,Yearly,102541.85,49.3,SkyNet Ltd,"Python, SQL, Excel"
6436,Web Developer,Web,New York,"New York, USA",2025-03-17,Kings County,Yearly,79403.24,38.17,GreenWorks,"AutoCAD, SolidWorks"
6437,Mechanical Engineer,Mechanical,Los Angeles,"Los Angeles, USA",2025-08-13,Kings County,Hourly,140459.38,67.53,NextGen Corp,"SEO, Google Ads, Analytics"
6438,Project Manager,Project,New York,"New York, USA",2025-09-04,Los Angeles County,Hourly,149472.84,71.86,DataNest,"Python, SQL, Excel"
6439,Software Engineer,Software,Los Angeles,"Los Angeles, USA",2025-02-21,King County,Hourly,120194.18,57.79,SkyNet Ltd,"JavaScript, React, Node.js"
6440,Data Analyst,Data,Chicago,"Chicago, USA",2025-04-09,Harris County,Hourly,61344.05,29.49,BrightPath,"JavaScript, React, Node.js"
6441,Software Engineer,Software,New York,"New York, USA",2025-07-13,Los Angeles County,Hourly,100590.65,48.36,NextGen Corp,"Python, SQL, Excel"
6442,Web Developer,Web,New York,"New York, USA",2025-04-05,King County,Hourly,122579.66,58.93,NextGen Corp,"SEO, Google Ads, Analytics"
6443,Data Analyst,Data,Austin,"Austin, USA",2024-10-23,Los Angeles County,Yearly,40666.51,19.55,Techify,"AutoCAD, SolidWorks"
6444,Financial Analyst,Financial,New York,"New York, USA",2025-06-17,Kings County,Yearly,110443.98,53.1,BrightPath,"Python, SQL, Excel"
6445,Financial Analyst,Financial,Houston,"Houston, USA",2024-11-10,Cook County,Yearly,46291.41,22.26,SoftHub,"SEO, Google Ads, Analytics"
6446,Electrical Technician,Electrical,New York,"New York, USA",2025-09-26,Cook County,Yearly,144506.42,69.47,GreenWorks,"Accounting, QuickBooks, Excel"
6447,Customer Support Representative,Customer,Seattle,"Seattle, USA",2024-11-19,King County,Hourly,99175.7,47.68,Techify,"Photoshop, Illustrator"
6448,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-05-28,Kings County,Hourly,61885.43,29.75,SkyNet Ltd,"Python, SQL, Excel"
6449,Electrical Technician,Electrical,Austin,"Austin, USA",2025-07-14,King County,Hourly,111337.59,53.53,GreenWorks,"Accounting, QuickBooks, Excel"
6450,Electrical Technician,Electrical,Austin,"Austin, USA",2025-05-25,Kings County,Hourly,97066.01,46.67,BrightPath,"JavaScript, React, Node.js"
6451,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-02-03,Cook County,Hourly,84699.53,40.72,DataNest,"Customer Service, Communication"
6452,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2025-06-24,Harris County,Hourly,75634.98,36.36,Techify,"Photoshop, Illustrator"
6453,Project Manager,Project,New York,"New York, USA",2025-01-18,Harris County,Yearly,129388.73,62.21,NextGen Corp,"Customer Service, Communication"
6454,Software Engineer,Software,Los Angeles,"Los Angeles, USA",2025-09-08,Cook County,Yearly,108599.87,52.21,NextGen Corp,"Photoshop, Illustrator"
6455,Mechanical Engineer,Mechanical,San Francisco,"San Francisco, USA",2025-04-17,King County,Hourly,136673.1,65.71,GreenWorks,"Accounting, QuickBooks, Excel"
6456,Customer Support Representative,Customer,Austin,"Austin, USA",2025-03-23,Los Angeles County,Yearly,49039.32,23.58,BrightPath,"JavaScript, React, Node.js"
6457,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-04-24,Harris County,Hourly,50284.23,24.18,SkyNet Ltd,"SEO, Google Ads, Analytics"
6458,Graphic Designer,Graphic,Los Angeles,"Los Angeles, USA",2025-03-22,Cook County,Yearly,98514.45,47.36,SkyNet Ltd,"Python, SQL, Excel"
6459,Software Engineer,Software,Chicago,"Chicago, USA",2024-12-06,Harris County,Hourly,148687.61,71.48,BrightPath,"Accounting, QuickBooks, Excel"
6460,Software Engineer,Software,San Francisco,"San Francisco, USA",2024-10-14,King County,Hourly,91534.83,44.01,GreenWorks,"Accounting, QuickBooks, Excel"
6461,Software Engineer,Software,Chicago,"Chicago, USA",2025-04-20,Harris County,Hourly,79920.32,38.42,SkyNet Ltd,"Customer Service, Communication"
6462,Financial Analyst,Financial,Austin,"Austin, USA",2025-09-29,Harris County,Hourly,90923.76,43.71,GreenWorks,"Python, SQL, Excel"
6463,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2024-10-19,Cook County,Yearly,94245.99,45.31,Techify,"Customer Service, Communication"
6464,Data Analyst,Data,Chicago,"Chicago, USA",2025-04-17,Kings County,Yearly,81165.66,39.02,SkyNet Ltd,"Photoshop, Illustrator"
6465,Project Manager,Project,Austin,"Austin, USA",2025-02-14,Kings County,Yearly,61262.04,29.45,GreenWorks,"Customer Service, Communication"
6466,Software Engineer,Software,Austin,"Austin, USA",2025-05-08,King County,Hourly,78185.78,37.59,Techify,"Photoshop, Illustrator"
6467,Electrical Technician,Electrical,Houston,"Houston, USA",2025-04-20,Cook County,Hourly,139412.89,67.03,SkyNet Ltd,"SEO, Google Ads, Analytics"
6468,Web Developer,Web,San Francisco,"San Francisco, USA",2025-09-21,Cook County,Yearly,96820.83,46.55,Techify,"Photoshop, Illustrator"
6469,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-07-13,Cook County,Yearly,141610.44,68.08,SkyNet Ltd,"Customer Service, Communication"
6470,Web Developer,Web,New York,"New York, USA",2025-02-22,Kings County,Hourly,92306.5,44.38,SoftHub,"SEO, Google Ads, Analytics"
6471,Data Analyst,Data,New York,"New York, USA",2024-12-31,Harris County,Yearly,54592.24,26.25,Techify,"Photoshop, Illustrator"
6472,Customer Support Representative,Customer,Austin,"Austin, USA",2024-10-18,Kings County,Yearly,137214.86,65.97,NextGen Corp,"Accounting, QuickBooks, Excel"
6473,Financial Analyst,Financial,San Francisco,"San Francisco, USA",2024-12-18,King County,Yearly,79681.74,38.31,SkyNet Ltd,"Accounting, QuickBooks, Excel"
6474,Data Analyst,Data,Seattle,"Seattle, USA",2025-03-04,Harris County,Hourly,59845.82,28.77,SoftHub,"JavaScript, React, Node.js"
6475,Marketing Specialist,Marketing,New York,"New York, USA",2025-06-01,King County,Yearly,124135.19,59.68,NextGen Corp,"Accounting, QuickBooks, Excel"
6476,Mechanical Engineer,Mechanical,Houston,"Houston, USA",2025-04-21,Los Angeles County,Hourly,111607.89,53.66,GreenWorks,"Customer Service, Communication"
6477,Graphic Designer,Graphic,Chicago,"Chicago, USA",2025-05-16,Kings County,Hourly,111976.27,53.83,DataNest,"Python, SQL, Excel"
6478,Financial Analyst,Financial,Austin,"Austin, USA",2025-03-03,Harris County,Hourly,113564.13,54.6,Techify,"Python, SQL, Excel"
6479,Electrical Technician,Electrical,Los Angeles,"Los Angeles, USA",2024-10-18,King County,Yearly,120433.92,57.9,SkyNet Ltd,"Python, SQL, Excel"
6480,Customer Support Representative,Customer,Austin,"Austin, USA",2025-04-11,Los Angeles County,Yearly,70385.59,33.84,BrightPath,"Photoshop, Illustrator"
6481,Mechanical Engineer,Mechanical,Los Angeles,"Los Angeles, USA",2025-03-22,Los Angeles County,Yearly,108069.93,51.96,DataNest,"AutoCAD, SolidWorks"
6482,Customer Support Representative,Customer,Chicago,"Chicago, USA",2024-10-22,Harris County,Yearly,66450.18,31.95,SkyNet Ltd,"Photoshop, Illustrator"
6483,Mechanical Engineer,Mechanical,Austin,"Austin, USA",2025-08-29,Harris County,Yearly,73721.21,35.44,DataNest,"Photoshop, Illustrator"
6484,Financial Analyst,Financial,Seattle,"Seattle, USA",2025-03-04,Kings County,Yearly,75447.11,36.27,SoftHub,"AutoCAD, SolidWorks"
6485,Project Manager,Project,Chicago,"Chicago, USA",2025-04-28,Kings County,Hourly,42481.2,20.42,Techify,"Photoshop, Illustrator"
6486,Web Developer,Web,Seattle,"Seattle, USA",2025-03-21,King County,Hourly,82779.6,39.8,SoftHub,"Photoshop, Illustrator"
6487,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-09-02,King County,Yearly,85552.65,41.13,SkyNet Ltd,"Python, SQL, Excel"
6488,Financial Analyst,Financial,Seattle,"Seattle, USA",2024-12-05,Los Angeles County,Yearly,90126.25,43.33,GreenWorks,"Customer Service, Communication"
6489,Project Manager,Project,Houston,"Houston, USA",2025-07-10,Harris County,Yearly,131353.18,63.15,BrightPath,"Python, SQL, Excel"
6490,Data Analyst,Data,Los Angeles,"Los Angeles, USA",2024-12-06,Harris County,Hourly,138047.49,66.37,SkyNet Ltd,"AutoCAD, SolidWorks"
6491,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-04-05,King County,Yearly,148385.39,71.34,SkyNet Ltd,"Accounting, QuickBooks, Excel"
6492,Financial Analyst,Financial,Austin,"Austin, USA",2025-03-16,Kings County,Yearly,133125.46,64.0,GreenWorks,"Python, SQL, Excel"
6493,Project Manager,Project,Houston,"Houston, USA",2024-10-23,Los Angeles County,Yearly,116843.1,56.17,BrightPath,"Customer Service, Communication"
6494,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-09-08,Harris County,Yearly,47161.06,22.67,GreenWorks,"AutoCAD, SolidWorks"
6495,Mechanical Engineer,Mechanical,Chicago,"Chicago, USA",2025-02-12,Cook County,Yearly,64515.22,31.02,GreenWorks,"Python, SQL, Excel"
6496,Web Developer,Web,Austin,"Austin, USA",2025-08-01,Cook County,Hourly,91407.32,43.95,SkyNet Ltd,"Photoshop, Illustrator"
6497,Web Developer,Web,Houston,"Houston, USA",2025-09-10,Harris County,Hourly,68800.73,33.08,NextGen Corp,"Accounting, QuickBooks, Excel"
6498,Mechanical Engineer,Mechanical,Austin,"Austin, USA",2025-09-21,King County,Hourly,66122.96,31.79,Techify,"Accounting, QuickBooks, Excel"
6499,Web Developer,Web,San Francisco,"San Francisco, USA",2025-07-28,Cook County,Yearly,51319.44,24.67,SoftHub,"AutoCAD, SolidWorks"
6500,Financial Analyst,Financial,Los Angeles,"Los Angeles, USA",2025-10-09,King County,Yearly,110927.5,53.33,GreenWorks,"Photoshop, Illustrator"
6501,Marketing Specialist,Marketing,Seattle,"Seattle, USA",2025-04-06,Los Angeles County,Hourly,141973.73,68.26,BrightPath,"Python, SQL, Excel"
6502,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-05-13,Kings County,Hourly,104467.45,50.22,Techify,"Python, SQL, Excel"
6503,Web Developer,Web,New York,"New York, USA",2025-04-24,Harris County,Yearly,121734.57,58.53,GreenWorks,"AutoCAD, SolidWorks"
6504,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-08-16,King County,Hourly,63359.4,30.46,Techify,"AutoCAD, SolidWorks"
6505,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2025-09-07,Cook County,Yearly,97016.94,46.64,BrightPath,"AutoCAD, SolidWorks"
6506,Data Analyst,Data,Austin,"Austin, USA",2024-11-24,Kings County,Yearly,123285.89,59.27,DataNest,"Customer Service, Communication"
6507,Project Manager,Project,Seattle,"Seattle, USA",2024-11-04,Los Angeles County,Hourly,138253.38,66.47,DataNest,"Photoshop, Illustrator"
6508,Financial Analyst,Financial,Austin,"Austin, USA",2025-07-08,Harris County,Yearly,54993.22,26.44,BrightPath,"SEO, Google Ads, Analytics"
6509,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-02-10,Los Angeles County,Hourly,109439.9,52.62,Techify,"Customer Service, Communication"
6510,Mechanical Engineer,Mechanical,San Francisco,"San Francisco, USA",2025-07-18,Cook County,Hourly,134094.28,64.47,GreenWorks,"AutoCAD, SolidWorks"
6511,Graphic Designer,Graphic,Houston,"Houston, USA",2025-07-12,Los Angeles County,Hourly,121585.84,58.45,GreenWorks,"Accounting, QuickBooks, Excel"
6512,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-09-17,Harris County,Hourly,129535.42,62.28,BrightPath,"Python, SQL, Excel"
6513,Graphic Designer,Graphic,Austin,"Austin, USA",2025-06-11,Kings County,Yearly,100195.02,48.17,Techify,"AutoCAD, SolidWorks"
6514,Web Developer,Web,Austin,"Austin, USA",2025-07-31,Cook County,Yearly,133324.9,64.1,SoftHub,"Photoshop, Illustrator"
6515,Project Manager,Project,Houston,"Houston, USA",2025-10-09,Harris County,Hourly,124131.38,59.68,NextGen Corp,"JavaScript, React, Node.js"
6516,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-03-28,Kings County,Hourly,126331.89,60.74,BrightPath,"Customer Service, Communication"
6517,Software Engineer,Software,New York,"New York, USA",2025-05-20,King County,Yearly,73783.46,35.47,BrightPath,"SEO, Google Ads, Analytics"
6518,Project Manager,Project,Los Angeles,"Los Angeles, USA",2025-09-20,Harris County,Yearly,65393.02,31.44,DataNest,"Photoshop, Illustrator"
6519,Software Engineer,Software,Houston,"Houston, USA",2025-02-04,King County,Hourly,122007.94,58.66,BrightPath,"AutoCAD, SolidWorks"
6520,Customer Support Representative,Customer,New York,"New York, USA",2025-06-25,King County,Yearly,41863.2,20.13,Techify,"Customer Service, Communication"
6521,Software Engineer,Software,Austin,"Austin, USA",2025-07-03,Kings County,Yearly,64080.71,30.81,BrightPath,"Photoshop, Illustrator"
6522,Mechanical Engineer,Mechanical,Seattle,"Seattle, USA",2025-01-13,Los Angeles County,Yearly,115246.62,55.41,SkyNet Ltd,"AutoCAD, SolidWorks"
6523,Electrical Technician,Electrical,New York,"New York, USA",2024-12-03,King County,Yearly,47915.92,23.04,SoftHub,"JavaScript, React, Node.js"
6524,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-05-14,King County,Hourly,132491.47,63.7,SkyNet Ltd,"Photoshop, Illustrator"
6525,Web Developer,Web,Houston,"Houston, USA",2025-04-10,Los Angeles County,Hourly,122822.84,59.05,SoftHub,"AutoCAD, SolidWorks"
6526,Data Analyst,Data,New York,"New York, USA",2025-04-24,Los Angeles County,Yearly,63513.95,30.54,SkyNet Ltd,"Customer Service, Communication"
6527,Financial Analyst,Financial,Houston,"Houston, USA",2025-08-08,Harris County,Hourly,131888.51,63.41,DataNest,"Accounting, QuickBooks, Excel"
6528,Customer Support Representative,Customer,New York,"New York, USA",2025-01-01,Cook County,Yearly,47410.48,22.79,BrightPath,"JavaScript, React, Node.js"
6529,Project Manager,Project,Chicago,"Chicago, USA",2025-08-02,Los Angeles County,Hourly,148097.17,71.2,Techify,"Accounting, QuickBooks, Excel"
6530,Customer Support Representative,Customer,Chicago,"Chicago, USA",2025-02-18,Cook County,Yearly,96604.33,46.44,DataNest,"Accounting, QuickBooks, Excel"
6531,Project Manager,Project,Seattle,"Seattle, USA",2025-10-10,Harris County,Hourly,113454.47,54.55,NextGen Corp,"JavaScript, React, Node.js"
6532,Electrical Technician,Electrical,San Francisco,"San Francisco, USA",2025-08-28,Los Angeles County,Hourly,87892.33,42.26,Techify,"Python, SQL, Excel"
6533,Graphic Designer,Graphic,Houston,"Houston, USA",2025-02-06,Harris County,Hourly,96782.71,46.53,DataNest,"SEO, Google Ads, Analytics"
6534,Financial Analyst,Financial,Houston,"Houston, USA",2025-07-16,Cook County,Hourly,93261.23,44.84,NextGen Corp,"Photoshop, Illustrator"
6535,Software Engineer,Software,Seattle,"Seattle, USA",2024-10-26,Cook County,Hourly,138601.83,66.64,BrightPath,"Customer Service, Communication"
6536,Electrical Technician,Electrical,Austin,"Austin, USA",2025-06-08,Harris County,Hourly,87100.58,41.88,GreenWorks,"JavaScript, React, Node.js"
6537,Mechanical Engineer,Mechanical,Chicago,"Chicago, USA",2025-06-06,Harris County,Hourly,45470.69,21.86,SkyNet Ltd,"JavaScript, React, Node.js"
6538,Electrical Technician,Electrical,Chicago,"Chicago, USA",2025-01-24,King County,Hourly,91302.57,43.9,BrightPath,"AutoCAD, SolidWorks"
6539,Data Analyst,Data,Austin,"Austin, USA",2025-05-07,Kings County,Yearly,40847.52,19.64,NextGen Corp,"Customer Service, Communication"
6540,Web Developer,Web,Austin,"Austin, USA",2025-01-23,Kings County,Yearly,139358.73,67.0,Techify,"Customer Service, Communication"
6541,Project Manager,Project,Chicago,"Chicago, USA",2024-12-19,Los Angeles County,Yearly,146733.11,70.54,SoftHub,"JavaScript, React, Node.js"
6542,Web Developer,Web,San Francisco,"San Francisco, USA",2025-07-12,Cook County,Hourly,54393.24,26.15,Techify,"Customer Service, Communication"
6543,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-04-28,Kings County,Hourly,91010.77,43.76,Techify,"Photoshop, Illustrator"
6544,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-10-05,Cook County,Hourly,77989.05,37.49,SkyNet Ltd,"Customer Service, Communication"
6545,Data Analyst,Data,Houston,"Houston, USA",2025-08-13,Kings County,Yearly,52514.58,25.25,SoftHub,"SEO, Google Ads, Analytics"
6546,Mechanical Engineer,Mechanical,Houston,"Houston, USA",2024-12-22,Kings County,Hourly,48007.43,23.08,GreenWorks,"Python, SQL, Excel"
6547,Customer Support Representative,Customer,Austin,"Austin, USA",2025-09-08,Cook County,Hourly,53709.24,25.82,DataNest,"Photoshop, Illustrator"
6548,Marketing Specialist,Marketing,Austin,"Austin, USA",2025-02-01,Cook County,Yearly,79400.76,38.17,GreenWorks,"Python, SQL, Excel"
6549,Data Analyst,Data,Seattle,"Seattle, USA",2025-08-23,King County,Hourly,128127.83,61.6,DataNest,"Accounting, QuickBooks, Excel"
6550,Marketing Specialist,Marketing,Los Angeles,"Los Angeles, USA",2025-06-20,Los Angeles County,Yearly,91073.47,43.79,GreenWorks,"Python, SQL, Excel"
6551,Financial Analyst,Financial,New York,"New York, USA",2025-06-29,Los Angeles County,Hourly,125422.17,60.3,Techify,"Customer Service, Communication"
6552,Software Engineer,Software,Chicago,"Chicago, USA",2025-07-12,Los Angeles County,Hourly,146208.03,70.29,SoftHub,"Accounting, QuickBooks, Excel"
6553,Software Engineer,Software,Austin,"Austin, USA",2025-08-17,King County,Yearly,99966.35,48.06,SoftHub,"Customer Service, Communication"
6554,Financial Analyst,Financial,Chicago,"Chicago, USA",2025-09-19,Harris County,Yearly,60184.04,28.93,GreenWorks,"Accounting, QuickBooks, Excel"
6555,Software Engineer,Software,Houston,"Houston, USA",2025-07-14,Kings County,Hourly,101229.69,48.67,BrightPath,"AutoCAD, SolidWorks"
6556,Mechanical Engineer,Mechanical,Seattle,"Seattle, USA",2025-09-13,King County,Yearly,92372.78,44.41,BrightPath,"SEO, Google Ads, Analytics"
6557,Mechanical Engineer,Mechanical,Chicago,"Chicago, USA",2025-10-10,Los Angeles County,Yearly,55108.18,26.49,Techify,"JavaScript, React, Node.js"
6558,Software Engineer,Software,Houston,"Houston, USA",2025-10-11,Kings County,Yearly,107924.43,51.89,BrightPath,"Accounting, QuickBooks, Excel"
6559,Electrical Technician,Electrical,Austin,"Austin, USA",2025-08-22,Kings County,Yearly,149618.04,71.93,NextGen Corp,"Python, SQL, Excel"
6560,Project Manager,Project,New York,"New York, USA",2025-06-20,Kings County,Hourly,85113.34,40.92,Techify,"SEO, Google Ads, Analytics"
6561,Data Analyst,Data,Houston,"Houston, USA",2025-03-23,Los Angeles County,Hourly,50292.25,24.18,SoftHub,"AutoCAD, SolidWorks"
6562,Software Engineer,Software,Seattle,"Seattle, USA",2024-12-23,King County,Yearly,141382.2,67.97,SkyNet Ltd,"AutoCAD, SolidWorks"
6563,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-05-19,Cook County,Hourly,67976.83,32.68,SkyNet Ltd,"Customer Service, Communication"
6564,Graphic Designer,Graphic,San Francisco,"San Francisco, USA",2024-12-08,Los Angeles County,Hourly,93116.36,44.77,DataNest,"Accounting, QuickBooks, Excel"
6565,Project Manager,Project,Houston,"Houston, USA",2024-12-07,Los Angeles County,Hourly,75088.16,36.1,Techify,"Customer Service, Communication"
6566,Data Analyst,Data,New York,"New York, USA",2024-12-04,Harris County,Yearly,138616.33,66.64,GreenWorks,"SEO, Google Ads, Analytics"
6567,Graphic Designer,Graphic,New York,"New York, USA",2025-07-14,Harris County,Hourly,63617.56,30.59,Techify,"JavaScript, React, Node.js"
6568,Software Engineer,Software,Seattle,"Seattle, USA",2024-11-06,Los Angeles County,Yearly,105710.84,50.82,SkyNet Ltd,"Accounting, QuickBooks, Excel"
6569,Data Analyst,Data,San Francisco,"San Francisco, USA",2025-04-13,Harris County,Yearly,51340.73,24.68,NextGen Corp,"Photoshop, Illustrator"
6570,Web Developer,Web,Seattle,"Seattle, USA",2024-11-12,King County,Yearly,54693.57,26.29,BrightPath,"Python, SQL, Excel"
6571,Marketing Specialist,Marketing,Chicago,"Chicago, USA",2025-05-17,Kings County,Hourly,141910.84,68.23,Techify,"Photoshop, Illustrator"
6572,Customer Support Representative,Customer,Los Angeles,"Los Angeles, USA",2025-08-15,King County,Yearly,60994.45,29.32,Techify,"Photoshop, Illustrator"
6573,Data Analyst,Data,Chicago,"Chicago, USA",2025-01-18,King County,Hourly,71885.58,34.56,SoftHub,"SEO, Google Ads, Analytics"
6574,Customer Support Representative,Customer,Austin,"Austin, USA",2024-12-26,Los Angeles County,Hourly,74001.71,35.58,NextGen Corp,"AutoCAD, SolidWorks"
6575,Web Developer,Web,San Francisco,"San Francisco, USA",2024-11-02,Cook County,Yearly,64148.83,30.84,SoftHub,"JavaScript, React, Node.js"
